"Hamper","https://www.goodeeworld.com/collections/household","$198.00\n","//www.goodeeworld.com/cdn/shop/products/Goodee-Makaua-Hamper-Agave_88cf207a-e6d4-4047-881c-9849672cef0f_1024x1024.jpg?v=1695738329","Makaua"
"Round Soap - Fig","https://www.goodeeworld.com/collections/household","$13.00\n","//www.goodeeworld.com/cdn/shop/products/Goodee-Tamanohada-Round-Soap-Fig-2_1024x1024.jpg?v=1697124929","Tamanohada"
"Toilet Brush","https://www.goodeeworld.com/collections/household","$70.00\n","//www.goodeeworld.com/cdn/shop/products/GOODEE_22_Iris_Hantverk_Toilet_Brush_0231_c688f6d1-bcec-401a-b096-7b606002dad5_1024x1024.jpg?v=1651008116","Iris Hantverk"
"Lovisa Bath Brush","https://www.goodeeworld.com/collections/household","$34.00\n","//www.goodeeworld.com/cdn/shop/products/Goodee-Iris-Hantverk-Lovisa-Bath-Brush_1024x1024.jpg?v=1632949154","Iris Hantverk"
"The Warley Fall (Two Gallon) - Exclusive","https://www.goodeeworld.com/collections/gifts","$159.00\n","//www.goodeeworld.com/cdn/shop/files/188-2-3005.000095_retouched_1024x1024.jpg?v=1698861263","Haws"
"Sentei Garden Scissors","https://www.goodeeworld.com/collections/gifts","$35.00\n","//www.goodeeworld.com/cdn/shop/files/NB052423-37_1024x1024.jpg?v=1685383465","Niwaki"
"Weeding Fork","https://www.goodeeworld.com/collections/gifts","$64.00\n","//www.goodeeworld.com/cdn/shop/files/5020-140250_1024x1024.jpg?v=1708699290","Sneeboer"
"Bicycle Basket (Large)","https://www.goodeeworld.com/collections/gifts","$100.00\n","//www.goodeeworld.com/cdn/shop/products/Goodee-Baba-Tree-Bicycle-Basket-Large-Natural-Black-2_2156757d-bba0-453e-91c1-4955d9ea95a0_1024x1024.jpg?v=1705071643","Baba Tree"
"Pakurigo Basket","https://www.goodeeworld.com/collections/gifts","$200.00\n","//www.goodeeworld.com/cdn/shop/files/T-P-B-MULTICOLOR.0093_d4723f14-2087-4679-821b-bfc874def651_1024x1024.jpg?v=1708618818","Baba Tree"
"The Warley Fall (Two Gallon)","https://www.goodeeworld.com/collections/gifts","$159.00\n","//www.goodeeworld.com/cdn/shop/products/DSC_8416_5a4f0c79-955c-4366-90e1-64e36e9472b7_1024x1024.jpg?v=1697479233","Haws"
"Large Tumbler, set of 2","https://www.goodeeworld.com/collections/gifts","$60.00\n","//www.goodeeworld.com/cdn/shop/products/XA-GLA-LA-TURQUOISE_5873_1024x1024.jpg?v=1715026546","Xaquixe"
"Small Tumbler, set of 2","https://www.goodeeworld.com/collections/gifts","$50.00\n","//www.goodeeworld.com/cdn/shop/products/Goodee-Xaquixe-Tumbler-S-set-of-2-Clear_942a9db4-bb12-4fd5-b6a3-b517fe359703_1024x1024.jpg?v=1715026467","Xaquixe"
"Smiley Goat Planter","https://www.goodeeworld.com/collections/gifts","From$61.00\n","//www.goodeeworld.com/cdn/shop/products/PO-SMG-PLN-L5971_1024x1024.jpg?v=1688047865","Malaika"
"Koma Candle Stand","https://www.goodeeworld.com/collections/gifts","From$36.00\n","//www.goodeeworld.com/cdn/shop/files/TAKZ-043.000311_10d0d987-959e-4e8a-987e-72edc4c2e091_1024x1024.jpg?v=1695395485","Takazawa Candle"
"Higurashi GR Secateurs","https://www.goodeeworld.com/collections/gifts","$64.00\n","//www.goodeeworld.com/cdn/shop/files/SET2.001300_niwaki_1024x1024.jpg?v=1694203134","Niwaki"
"Lump Vase","https://www.goodeeworld.com/collections/gifts","$249.00\n","//www.goodeeworld.com/cdn/shop/files/fermLIVING_SS23_LumpVase_1104267229_SerenaCup_1104266403_image_01_1024x1024.jpg?v=1705074506","Ferm Living"
"The Rowley Ripple (Two Pint)","https://www.goodeeworld.com/collections/gifts","From$109.00\n","//www.goodeeworld.com/cdn/shop/products/165-2_5992_1024x1024.jpg?v=1709149123","Haws"
"The Smethwick Spritzer","https://www.goodeeworld.com/collections/gifts","$45.00\n","//www.goodeeworld.com/cdn/shop/files/brass-1_V2_1024x1024.jpg?v=1698872948","Haws"
"Hoff Planter Ø14","https://www.goodeeworld.com/collections/gifts","From$27.00\n","//www.goodeeworld.com/cdn/shop/files/IMG_6544_1_1024x1024.jpg?v=1715281115","Bergs Potter"
"Copenhagen Pot Ø18","https://www.goodeeworld.com/collections/gifts","From$39.00\n","//www.goodeeworld.com/cdn/shop/products/KCG18S-YellowGlazed5658_1024x1024.jpg?v=1715627245","Bergs Potter"
"Hoff Saucer Ø18","https://www.goodeeworld.com/collections/gifts","$29.00\n","//www.goodeeworld.com/cdn/shop/files/Bergs_Hoff_Saucer_with_Pot_Burgundy_18_1024x1024.jpg?v=1715376442","Bergs Potter"
"Kenzan","https://www.goodeeworld.com/collections/gifts","From$20.00\n","//www.goodeeworld.com/cdn/shop/files/SET3.001276_1024x1024.jpg?v=1693339577","Niwaki"
"Snake Cushion","https://www.goodeeworld.com/collections/gifts","$325.00\n","//www.goodeeworld.com/cdn/shop/files/SET13.000962_1024x1024.jpg?v=1694446535","Fogo Island Workshops"
"Lidded Bird Box","https://www.goodeeworld.com/collections/gifts","$95.00\n","//www.goodeeworld.com/cdn/shop/products/SE0564390-Ochre5792_1024x1024.jpg?v=1677856507","tinja"
"Kapok Mattress Bedroll","https://www.goodeeworld.com/collections/gifts","$299.00\n","//www.goodeeworld.com/cdn/shop/files/SET_13_square_tensira_mattress_1024x1024.jpg?v=1708619605","Tensira"
"Kapok Mattress Rectangular","https://www.goodeeworld.com/collections/gifts","From$185.00\n","//www.goodeeworld.com/cdn/shop/products/Goodee-Tensira-Kapok-Mattress-Rectangular-Indigo-Tie-Dye_71253132-a6c1-499b-96a7-fbd548f3a277_1024x1024.jpg?v=1692024727","Tensira"
"Kapok Mattress Rectangular - Collaboration","https://www.goodeeworld.com/collections/gifts","$225.00\n","//www.goodeeworld.com/cdn/shop/products/E.101-WX.017-MountainTie-Dye6272_1024x1024.jpg?v=1704921625","Tensira"
"All Bright Set","https://www.goodeeworld.com/collections/gifts","$750.00\n$825.00","//www.goodeeworld.com/cdn/shop/products/ECSET050C_5482_1024x1024.jpg?v=1676925919","ecoBirdy"
"The Warley Fall (One Gallon)","https://www.goodeeworld.com/collections/gifts","$139.00\n","//www.goodeeworld.com/cdn/shop/products/188-1-GRN_6012copy_1024x1024.jpg?v=1697479191","Haws"
"The Warley Fall (One Gallon) - Exclusive","https://www.goodeeworld.com/collections/gifts","$139.00\n","//www.goodeeworld.com/cdn/shop/files/188-1-GRN_6012_retouched_V2_1024x1024.jpg?v=1698872605","Haws"
"No. 10 Tray","https://www.goodeeworld.com/collections/gifts","From$129.00\n","//www.goodeeworld.com/cdn/shop/products/1600494_1600495_1600496_M_ee3c9edd-6271-4b08-ac94-6bc2ec208e34_1024x1024.jpg?v=1708374649","Skagerak by Fritz Hansen"
"Medium Tumbler, set of 2","https://www.goodeeworld.com/collections/gifts","$55.00\n","//www.goodeeworld.com/cdn/shop/files/Goodee-Xaquixe-MediumTumbler_setof2_1024x1024.jpg?v=1715278533","Xaquixe"
"Higurashi Snips","https://www.goodeeworld.com/collections/gifts","$32.00\n","//www.goodeeworld.com/cdn/shop/files/P00622-1.0254_1024x1024.jpg?v=1708965521","Niwaki"
"Hoff Planter Ø18","https://www.goodeeworld.com/collections/gifts","From$44.00\n","//www.goodeeworld.com/cdn/shop/files/BERGS_POTTER_Hoff_raw_glazed_raro_debu_0115_SS_1024x1024.jpg?v=1715022805","Bergs Potter"
"The Fazeley Flow (One Pint)","https://www.goodeeworld.com/collections/gifts","From$69.00\n","//www.goodeeworld.com/cdn/shop/products/155-1_5973copy_1024x1024.jpg?v=1710340687","Haws"
